country,year,month,date,shipments,container_total,shipments_vrac,weight_total
BELIZE,2019,Mar,3/1/2019,3,3,0,46637
BELIZE,2019,Apr,4/1/2019,8,8,0,172696
BELIZE,2019,May,5/1/2019,2,2,0,48542
BELIZE,2021,Sep,9/1/2021,27,27,0,677241
BENIN,2019,Dec,12/1/2019,1,1,0,700
BOLIVIA,2019,Jun,6/1/2019,1,1,0,9419
BOLIVIA,2019,Aug,8/1/2019,1,1,0,19755
BOLIVIA,2020,Jan,1/1/2020,2,2,0,34108
BRAZIL,2019,Jan,1/1/2019,252,252,1,6235683
BRAZIL,2019,Feb,2/1/2019,140,140,0,3567578
BRAZIL,2019,Mar,3/1/2019,134,134,0,3070371
BRAZIL,2019,Apr,4/1/2019,99,99,0,2413680
BRAZIL,2019,May,5/1/2019,209,209,1,5486405
BRAZIL,2019,Jun,6/1/2019,247,247,0,6260778
BRAZIL,2019,Jul,7/1/2019,261,261,1,10659775
BRAZIL,2019,Aug,8/1/2019,365,365,3,16926157
BRAZIL,2019,Sep,9/1/2019,329,329,1,7800278
BRAZIL,2019,Oct,10/1/2019,359,359,0,9283902
BRAZIL,2019,Nov,11/1/2019,160,160,1,3578796
BRAZIL,2019,Dec,12/1/2019,162,162,0,4187839
BRAZIL,2020,Jan,1/1/2020,106,106,0,2728031
BRAZIL,2020,Feb,2/1/2020,152,152,2,12210082
BRAZIL,2020,Mar,3/1/2020,302,302,0,11035788
BRAZIL,2020,Apr,4/1/2020,325,325,2,13612996
BRAZIL,2020,May,5/1/2020,287,287,3,12846822
BRAZIL,2020,Jun,6/1/2020,307,307,2,30057745
BRAZIL,2020,Jul,7/1/2020,384,384,0,9875922
BRAZIL,2020,Aug,8/1/2020,366,366,3,22049274
BRAZIL,2020,Sep,9/1/2020,355,355,0,9049198
BRAZIL,2020,Oct,10/1/2020,448,448,0,11210190
BRAZIL,2020,Nov,11/1/2020,395,395,0,10213061
BRAZIL,2020,Dec,12/1/2020,536,536,2,16072334
BRAZIL,2021,Jan,1/1/2021,338,338,0,8852919
BRAZIL,2021,Feb,2/1/2021,263,263,0,6697557
BRAZIL,2021,Mar,3/1/2021,417,417,0,10851249
BRAZIL,2021,Apr,4/1/2021,316,316,0,8051919
BRAZIL,2021,May,5/1/2021,346,346,0,8728483
BRAZIL,2021,Jun,6/1/2021,297,297,0,7852102
BRAZIL,2021,Jul,7/1/2021,355,355,0,9033626
BRAZIL,2021,Aug,8/1/2021,270,270,0,6835955
BRAZIL,2021,Sep,9/1/2021,430,430,0,11265881
BRAZIL,2021,Oct,10/1/2021,394,394,5,11448824
BRAZIL,2021,Nov,11/1/2021,294,294,0,7713367
BRAZIL,2021,Dec,12/1/2021,321,321,0,8178388
BULGARIA,2019,Jan,1/1/2019,2,2,0,48852
BULGARIA,2019,Jul,7/1/2019,1,1,0,15460
BULGARIA,2021,May,5/1/2021,2,2,0,29060
BULGARIA,2021,Oct,10/1/2021,4,4,0,103760
BULGARIA,2021,Nov,11/1/2021,4,4,0,100500
CAMBODIA,2021,Jun,6/1/2021,3,3,0,11398
CANADA,2019,Jan,1/1/2019,138,138,0,2615845
CANADA,2019,Feb,2/1/2019,95,95,1,1789133
CANADA,2019,Mar,3/1/2019,49,49,1,794701
CANADA,2019,Apr,4/1/2019,90,90,2,66998372
CANADA,2019,May,5/1/2019,116,116,0,1779357
CANADA,2019,Jun,6/1/2019,103,103,1,5712217
CANADA,2019,Jul,7/1/2019,84,84,1,1145460
CANADA,2019,Aug,8/1/2019,149,149,3,26708674
CANADA,2019,Sep,9/1/2019,101,101,3,1420193
CANADA,2019,Oct,10/1/2019,102,102,3,1186349
CANADA,2019,Nov,11/1/2019,90,90,0,1192989
CANADA,2019,Dec,12/1/2019,116,116,1,1428926
CANADA,2020,Jan,1/1/2020,88,88,0,1454619
CANADA,2020,Feb,2/1/2020,85,85,0,1619600
CANADA,2020,Mar,3/1/2020,94,94,3,1718749
CANADA,2020,Apr,4/1/2020,94,94,2,27109563
CANADA,2020,May,5/1/2020,64,64,0,1411942
CANADA,2020,Jun,6/1/2020,123,123,0,2310009
CANADA,2020,Jul,7/1/2020,160,160,2,26039566
CANADA,2020,Aug,8/1/2020,203,203,3,2841276
CANADA,2020,Sep,9/1/2020,150,150,1,7604871
CANADA,2020,Oct,10/1/2020,201,201,1,24987010
CANADA,2020,Nov,11/1/2020,171,171,0,2176916
CANADA,2020,Dec,12/1/2020,217,217,3,10630606
CANADA,2021,Jan,1/1/2021,163,163,1,31726808
CANADA,2021,Feb,2/1/2021,64,64,1,1143182
CANADA,2021,Mar,3/1/2021,64,64,0,1204337
CANADA,2021,Apr,4/1/2021,58,58,1,32133267
CANADA,2021,May,5/1/2021,148,148,0,2645135
CANADA,2021,Jun,6/1/2021,135,135,0,2215067
CANADA,2021,Jul,7/1/2021,98,98,0,1353117
CANADA,2021,Aug,8/1/2021,91,91,0,1163661
CANADA,2021,Sep,9/1/2021,67,67,2,21029099
CANADA,2021,Oct,10/1/2021,136,136,0,1726382
CANADA,2021,Nov,11/1/2021,96,96,0,1241318
CANADA,2021,Dec,12/1/2021,106,106,0,1461508
CHILE,2019,Jan,1/1/2019,17,17,0,135304
CHILE,2019,Feb,2/1/2019,7,7,0,45266
CHILE,2019,Mar,3/1/2019,6,6,0,75338
CHILE,2019,Apr,4/1/2019,17,17,0,184012
CHILE,2019,May,5/1/2019,27,27,0,333528
CHILE,2019,Jun,6/1/2019,27,27,0,246868
CHILE,2019,Jul,7/1/2019,17,17,0,187436
CHILE,2019,Aug,8/1/2019,26,26,0,272782
CHILE,2019,Sep,9/1/2019,23,23,0,260335
CHILE,2019,Oct,10/1/2019,36,36,0,581591
CHILE,2019,Nov,11/1/2019,32,32,0,592367
CHILE,2019,Dec,12/1/2019,56,56,0,1074329
CHILE,2020,Jan,1/1/2020,33,33,0,590615
CHILE,2020,Feb,2/1/2020,28,28,0,552473
CHILE,2020,Mar,3/1/2020,64,64,0,1243443
CHILE,2020,Apr,4/1/2020,42,42,0,861658
CHILE,2020,May,5/1/2020,11,11,0,99494
CHILE,2020,Jun,6/1/2020,30,30,0,595022
CHILE,2020,Jul,7/1/2020,7,7,0,44307
CHILE,2020,Aug,8/1/2020,33,33,0,660297
CHILE,2020,Sep,9/1/2020,36,36,0,680139
CHILE,2020,Oct,10/1/2020,27,27,0,545398
CHILE,2020,Nov,11/1/2020,13,13,0,212404
CHILE,2020,Dec,12/1/2020,39,39,0,616207
CHILE,2021,Jan,1/1/2021,29,29,0,349829
CHILE,2021,Feb,2/1/2021,22,22,0,301823
CHILE,2021,Mar,3/1/2021,14,14,0,192275
CHILE,2021,Apr,4/1/2021,106,106,0,1945129
CHILE,2021,May,5/1/2021,43,43,0,713223
CHILE,2021,Jun,6/1/2021,22,22,0,342602
CHILE,2021,Jul,7/1/2021,29,29,0,537481
CHILE,2021,Aug,8/1/2021,10,10,0,183367
CHILE,2021,Sep,9/1/2021,50,50,0,806674
CHILE,2021,Oct,10/1/2021,83,83,0,1421595
CHILE,2021,Nov,11/1/2021,113,113,0,2142655
CHILE,2021,Dec,12/1/2021,71,71,0,835268
CHINA,2019,Jan,1/1/2019,1296,1296,6,23662503
CHINA,2019,Feb,2/1/2019,908,908,8,28362615
CHINA,2019,Mar,3/1/2019,954,954,4,17156441
CHINA,2019,Apr,4/1/2019,800,800,8,20050067
CHINA,2019,May,5/1/2019,928,928,4,15630399
CHINA,2019,Jun,6/1/2019,1034,1034,1,18849398
CHINA,2019,Jul,7/1/2019,1341,1341,2,24489673
CHINA,2019,Aug,8/1/2019,1081,1081,7,20269027
CHINA,2019,Sep,9/1/2019,997,997,13,16682967
CHINA,2019,Oct,10/1/2019,1115,1115,7,20411026
CHINA,2019,Nov,11/1/2019,1108,1108,0,19353929
