id,fax_id,date,container,shipper,consignee,port,country2,weight,commodity,com_qty,com_unit,ship,voyage,carrier,shipments,container_total,shipments_vrac,weight_total,lat,lon
41303-1-431BOSSOGVIAFRI140CAI-1,41303,6/10/2019,1,BOSTON AGREX INC,SOGEDIPA SA,HOUSTON - TX,USA,26353.9,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1400,CAISSES,HANSA AUGSBURG,99BIS,SEABOARD MARINE,1,1,0,26353.9,29.763056,-95.36305
41393-2-432F. ROLHARCOT100SAC-1,41393,6/12/2019,2,F GARCIA WHOLESALE EXPORT INC,ROLANDE CENTRALE PROVISION ALIMENTAIRE IMP EXP,MIAMI - FL,USA,45360,HARICOT,1000,"SACS, SACHETS",CAMPECHE BAY,013S,ANTILLEAN MARINE SHIPPING  CORP,1,2,0,45360,25.77389,-80.193886
41481-5-435RELLESMATONS100SAC-1,41481,6/13/2019,5,RELIANCE INDUSTRIES LIMITED,LES ENTREPRISES PLASTECH HAITI SA,NHAVA SHEVA,INDIA,115760,"MATIERES COLORANTES SYNTHETIQUES, ORGANIQUES ET PREPARATIONS",100,"SACS, SACHETS",NADJA,0RU1AR1,CMA/CGM,1,5,0,115760,18.975,72.825836
41578-1-431AIMBRAETITON15PAL-1,41578,6/14/2019,1,AIMI CONSOLIDACIONES SA,BRASSERIE NATIONALE D'HAITI SA,PUERTO MOIN,COSTA RICA,11341,ETIQUETTE DE TOUT GENRE EN PAPIER OU CARTON,15,PALETTES,SATURN,21E,ZIM LINES,1,1,0,11341,9.99074,-83.03596
41675-1-431STAHAIVIAFRI238CAR-1,41675,6/15/2019,1,STANLEY GIBSON LTD,HAITI FOOD SUPPLY SA,VALENCIA,SPAIN,25061.4,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2380,CARTON,ARKADIA,091N,MAERSK LINE,1,1,0,25061.4,39.466667,-0.375
41766-3-433MAPCLOCIMRES54PAL-1,41766,6/15/2019,3,MAPEI CORPORATION,CLOXA IMPORT EXPORT SA,PORT EVERGLADES - FL,USA,69400.8,"CIMENTS,MORTIERS ET COMPOSITIONS SIMILAIRES",54,PALETTES,PEGASUS,024N,"CROWLEY LINER SERVICES,INC",1,3,0,69400.8,26.096666,-80.1275
41859-1-431DOMMEGPRESES103PIE-1,41859,6/16/2019,1,DOMINOS' S PIZZA DISTRIBUTION,MEGA FOOD IMP/EXP,MIAMI - FL,USA,8876.5,PREPARATIONS ALIMENTAIRES DIVERSES,1036,PIECES,HANSA AUGSBURG,100,SEABOARD MARINE,1,1,0,8876.5,25.77389,-80.193886
41950-12-4312ASONABSUCRES636SAC-1,41950,6/20/2019,12,ASOCIACION DE AZUCAREROS DE GUATEMALA,NATIONAL BAG AND TRADING CO SA,SANTO THOMAS,GUATEMALA,318890,SUCRES,6360,"SACS, SACHETS",NADJA,0RU1BR1,CMA/CGM,1,12,0,318890,15.68666392,-88.60749757
42039-0-430BRADARINSIDE3PAL-1,42039,6/20/2019,0,BRAZOS INTERNATIONAL INC,DARBOUCO SA,MIAMI - FL,USA,1475,"INSECTICIDES,ANTIRONGEUR,FONGICIDE,HERBICIDE",3,PALETTES,SARA EXPRESS,695S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,1475,25.77389,-80.193886
42127-2-432AJCPREVIAFRI276CAR-1,42127,6/21/2019,2,AJC INTERNATIONAL INC,PREMIUM FOOD DISTRIBUTION (PFD),SAVANNAH - GA,USA,55062,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2765,CARTON,OM BONITATIS,025E,ZIM LINES,1,2,0,55062,32.083332,-81.1
42217-0-430FLOBRAHUIEUR1PAL-1,42217,6/21/2019,0,FLORIDA PURCHASING AGENCY,BRASSERIE NATIONALE D'HAITI SA,MIAMI - FL,USA,210,"HUILES LUBRIFIANTES, DE PETROLE POUR MOTEUR",1,PALETTES,SARA REGINA,138S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,210,25.77389,-80.193886
42298-1-431TRAPAREFFELS209PAQ-1,42298,6/22/2019,1,TRANSWORLD SHIPPING USA,PARTICULIER,SAN DIEGO - CA,USA,10970,EFFETS PERSONNELS,209,"PAQUET, COLIS",OM BONITATIS,025H,HAPAG-LLOYD,1,1,0,10970,32.715736,-117.161087
42383-3-433COLCASBISITS957CAR-1,42383,6/25/2019,3,COLOMBINA SA,CASSIS FRERES SA,BARRANQUILLA,COLOMBIA,52842.9,BISCUITS,9573,CARTON,ARKADIA,092N,EVERGREEN,1,3,0,52842.9,10.963889,-74.796387
42479-4-434HENLEBCHARES900CAR-1,42479,6/25/2019,4,HENGROW TRADING CO LIMITED,LEBON M.S,XIAMEN,CHINA,42700,CHAUSSURES,900,CARTON,ARKADIA,092N,MAERSK LINE,0.5,2,0,21350,24.479794,118.08187
42574-1-431FLOECOMACRES2CAR-1,42574,6/25/2019,1,FLORIDA PURCHASING AGENCY,ECOMAR SA,PORT EVERGLADES - FL,USA,317.9,"MACHINE POUR BRASSAGE,SOUDAGE ET ACCESSOIRE",2,CARTON,DELPHINUS,84S,KING OCEAN SERVICES,1,1,0,317.9,26.096666,-80.1275
42663-1-431MAUGLEVIAFRI180CAR-1,42663,6/28/2019,1,MAURICEA ALIMENTOS DO NORDEST LTDA,GLEEPAD IMPORT EXPORT SA,SAN SALVADOR,EL SALVADOR,28233,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1800,CARTON,MSC WESER,925A,MEDITERRANEAN SHIPPING CO,1,1,0,28233,11.002778,122.83528
42756-1-431UNIREGSANLES605CAR-1,42756,6/28/2019,1,UNION CARGO SA,REGIO IMPORT EXPORT,MANZANILLO - PA,PANAMA,16003,"SANDALES,PANTOUFLES",605,CARTON,WARNOW BELUGA,107N,"CROWLEY LINER SERVICES,INC",1,1,0,16003,9.364915,-79.88098
42847-2-432ZHEMICMARLES561CAR-1,42847,6/28/2019,2,ZHEJIANG OSEE IMPORT & EXPORT,MICHOU IMP/EXP,NINGBO,CHINA,23280,MARCHANDISE GENERALE,561,CARTON,WARNOW BELUGA,7E,ZIM LINES,1,2,0,23280,29.878185,121.54945
42939-13-4313GERHAIVIAFRI220CAI-1,42939,7/1/2019,13,GERBER AGRI INTERNATIONAL LLC,HAITI FOOD SUPPLY SA,PORT EVERGLADES - FL,USA,347263,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",22048,CAISSES,VEGA LUNA,154S,KING OCEAN SERVICES,1,13,0,347263,26.096666,-80.1275
43025-0-430ROLLE EFFELS2CAR-1,43025,7/3/2019,0,ROLLING SHIELD PARTS INC,LE PELERIN HOME DECOR,MIAMI - FL,USA,998,EFFETS PERSONNELS,2,CARTON,PEPIN EXPRESS,153S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,998,25.77389,-80.193886
43119-1-431NAVEGLAIDRES35PAL-1,43119,7/4/2019,1,NAVIGATION NETWORK INC,EGLISE EPISCOPALE D'HAITI,HOUSTON - TX,USA,19196.9,AIDES ALIMENTAIRES,35,PALETTES,NADJA,0RU1DR1,CMA/CGM,1,1,0,19196.9,29.763056,-95.36305
43211-1-431GM HAYPARION20PIE-2,43211,7/5/2019,1,GM INT'L FREIGHT FORWARDERS,HAYTIAN TRACTOR EQUIPMENT,MIAMI - FL,USA,5379,"PARTIES, ACCESSOIRE VOITURE, TRACTEUR BUS DEPANEUSE CAMION",20,PIECES,SARA EXPRESS,697S,ANTILLEAN MARINE SHIPPING  CORP,0.5,0.5,0,2689.5,25.77389,-80.193886
43297-1-431TAXCARMATAGE985CAR-1,43297,7/6/2019,1,TAXTRAN LIMITED,CARRIBEX SA,BEIJIAO,CHINA,19614.9,MATERIEL POUR EMBALLAGE ET STOCKAGE,985,CARTON,ARKADIA,093N,EVERGREEN,1,1,0,19614.9,22.92705,113.19816
43393-0-430GEODINKERENE546GAL-1,43393,7/6/2019,0,GEOGAS TRADING SA,DISTRIBUTEURS NATIONAUX SA,RIO HAINA,DOMINICAN REPUBLIC,1042262,KEROSENE,546487.2,GALLONS,AZERI GAS,V.40,PDVSA RVAM,1,0,1,1042262,18.417,-70.017
43486-1-431NINMAXMARLES189CAR-1,43486,7/6/2019,1,NINGBO DEALER WELL CO LTD,MAXO SHOP,NINGBO,CHINA,17021,MARCHANDISE GENERALE,189,CARTON,CARIBBEAN EXPRESS,27,ZIM LINES,1,1,0,17021,29.878185,121.54945
43574-3-433COMCLOEVISET526CAR-1,43574,7/8/2019,3,COMPANIA COLOMBINA DE CERAMICA SAS,CLOXA IMPORT EXPORT SA,CARTAGENA,COLOMBIA,57710.4,"EVIER, LAVABO, BAIGNOIRE, WATER-CLOSET",5261,CARTON,HANSA AUGSBURG,101BIS,SEABOARD MARINE,1,3,0,57710.4,10.399722,-75.51444
43666-4-434PARPARVOIION2UNI-1,43666,7/11/2019,4,PARTICULIER,PARTICULIER,PHILADELPHIA - PA,USA,91190,VOITURE D'OCCASION,2,UNITES,NADJA,0RU1ER1,CMA/CGM,0.333333333,1.333333333,0,30396.66667,39.952583,-75.165222
43760-1-431UNIDORVETILE205CAR-1,43760,7/12/2019,1,UNION CARGO SA,DORNO SERVICE,MANZANILLO - PA,PANAMA,24653.3,VETEMENT DE TOUT GENRE CONFECTIONNE EN PRODUIT TEXTILE,205,CARTON,SATURN,123N,"CROWLEY LINER SERVICES,INC",1,1,0,24653.3,9.364915,-79.88098
43852-1-431ZHODEKPNEUFS413PAL-1,43852,7/13/2019,1,ZHONGCE RUBBER GROUP CO LTD,DEKA TIRES SA,NINGBO,CHINA,18194,PNEUMATIQUES NEUFS,413,PALETTES,MSC CORINNA,929R,MEDITERRANEAN SHIPPING CO,1,1,0,18194,29.878185,121.54945
43943-1-431JOHCHESANLES582CAR-1,43943,7/14/2019,1,JOHN & JEFF INTERNATIONAL TRADE CO,CHELO DEPOT,DALIAN,CHINA,19946,"SANDALES,PANTOUFLES",582,CARTON,ARKADIA,094N,EVERGREEN,1,1,0,19946,38.912224,121.60222
44040-2-432VESSOGVIAEES242CAR-2,44040,7/14/2019,2,VESTEY FOODS INTERNATIONAL LTD,SOGEDIPA SA,GDANSK,POLAND,51562,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,2429,CARTON,ARKADIA,094N,MAERSK LINE,0.5,1,0,25781,54.36085,18.65829
44131-4-434COCBRAEXTRES510DRU-2,44131,7/15/2019,4,COCA COLA INDUSTRIAS,BRASSERIE DE LA COURONNE SA,PUERTO MOIN,COSTA RICA,38553.6,"EXTRAITS, ESSENCES ET CONCENTRES",510,DRUMS,SAN PORTLAND,5BIS,SEABOARD MARINE,0.333333333,1.333333333,0,12851.2,9.99074,-83.03596
44220-9-439ASEPIETUB...372PAL-1,44220,7/18/2019,9,ASE METALS NV,PIERRE THEARD IMP-EXP,TIANJIN,CHINA,255419,"TUBES,TUYAUX ET PROFILES CREUX EN FER, ACIER...",3720,PALETTES,NADJA,0RU1FR1,CMA/CGM,1,9,0,255419,39.142223,117.17667
44309-1-431LEFLA CARINE16PAL-1,44309,7/18/2019,1,LEF PISOS E REVESTIMENTOS,LA MENAGERE SA,SANTOS,BRAZIL,26073.6,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",16,PALETTES,NORTHERN DEFENDER,928A,MEDITERRANEAN SHIPPING CO,1,1,0,26073.6,-23.95,-46.333332
44402-2-432AROPAREFFELS100PIE-1,44402,7/19/2019,2,AROMARK SHIPPING LLC,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,21000,EFFETS PERSONNELS,100,PIECES,OM BONITATIS,029E,ZIM LINES,0.5,1,0,10500,40.68155,-74.1505
44485-7-437PARPAREFFELS7CAR-5,44485,7/19/2019,7,PARTICULIER,PARTICULIER,MIAMI - FL,USA,103077,EFFETS PERSONNELS,7,CARTON,SARA EXPRESS,699S,ANTILLEAN MARINE SHIPPING  CORP,0.142857143,1,0,14725.28571,25.77389,-80.193886
44564-1-431CONFAITISILE912PAQ-1,44564,7/22/2019,1,CONSOLIDATION SERVICE LIMITED,FAIRWAY APPAREL SA,KAOHSIUNG,TAIWAN,19452.1,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,912,"PAQUET, COLIS",ARKADIA,95N,EVERGREEN,1,1,0,19452.1,22.613333,120.279167
44653-1-431TAIALLMARLES165PAQ-1,44653,7/22/2019,1,TAIAN JINGWEI GEOSYNTHETICS CO LTD,ALLIANCE DISTRIBUTION SA,QINGDAO,CHINA,15965,MARCHANDISE GENERALE,1655,"PAQUET, COLIS",ARKADIA,095N,MAERSK LINE,1,1,0,15965,36.09861,120.37194
44741-3-433DINANTFILBLE375CAR-1,44741,7/25/2019,3,DINGZHOU HUIHUANG HARDWARE PRODUCTS CO LTD,ANTOINE KAWAS,TIANJIN,CHINA,75000,"FILS , CABLES EN ACIER INOXYDABLE",3750,CARTON,NADJA,0RU1GR1,CMA/CGM,1,3,0,75000,39.142223,117.17667
44831-3-433A. SOGAPPTON15PAQ-1,44831,7/26/2019,3,A. CARNEVALLI & CIA LTD,SOGEPLAST SA,SANTOS,BRAZIL,22620,"APPAREIL POUR TRAVAIL DU PAPIER (PATE), DU CARTON",15,"PAQUET, COLIS",WARNOW BELUGA,009H,HAPAG-LLOYD,1,3,0,22620,-23.95,-46.333332
44918-0-430BLAMIDAPPAIR6SKI-1,44918,7/28/2019,0,BLACK EXPRESS INC,MIDA SERVICES,MIAMI - FL,USA,3175.2,"APPAREIL, DISPOSITIF PHOTOGRAPHIQUE AVEC LAMPE LUMIERE-ECLAIR",6,"SKID, CALE, TRAINEAU",AS FAUSTINA,30,SEABOARD MARINE,1,0,1,3175.2,25.77389,-80.193886
45009-2-432PARZANAIDLES36SKI-1,45009,7/29/2019,2,PARTNERS IN HEALTH,ZANMI LASANTE,MIAMI - FL,USA,5663,AIDES MEDICALES,36,"SKID, CALE, TRAINEAU",SARA EXPRESS,700S,ANTILLEAN MARINE SHIPPING  CORP,1,2,0,5663,25.77389,-80.193886
45097-1-431SHACRISERQUE279CAR-1,45097,7/30/2019,1,SHANGHAI YEUYEUSHU WOMEN PRODUCTS,CRISTO SA,SHANGHAI,CHINA,15786,SERVIETTE HYGIENIQUE,2790,CARTON,ARKADIA,096N,EVERGREEN,1,1,0,15786,31.045555,121.39972
45192-2-432TRITOYPRESES899CAI-1,45192,7/30/2019,2,TRIMPEX,TOYA DISTRIBUTORS,MIAMI - FL,USA,39716.6,PREPARATIONS ALIMENTAIRES DIVERSES,8999,CAISSES,DELPHINUS,89S,KING OCEAN SERVICES,1,2,0,39716.6,25.77389,-80.193886
45281-4-434ALLLESPAPIER72ROU-2,45281,8/2/2019,4,ALLIANCE CONVERTING LLC,LES ENTREPRISES DESCHAMPS-FRISCH SA,MIAMI - FL,USA,79115,PAPIER,72,"ROULEAUX, BOBINE",SARA EXPRESS,701S,ANTILLEAN MARINE SHIPPING  CORP,0.5,2,0,39557.5,25.77389,-80.193886
45368-1-431KRIHAIVIAEES991CAR-1,45368,8/3/2019,1,KRISTOM CANADA,HAITI MEAT PROCESSING,MONTREAL,CANADA,27668.7,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,991,CARTON,GSL VALERIE,930A,MEDITERRANEAN SHIPPING CO,1,1,0,27668.7,45.5,-73.583336
45455-1-431VERLABPREUES476CAR-1,45455,8/4/2019,1,VERITIV OPERATING COMPANY,LABORATOIRES FARMATRIX SA,MIAMI - FL,USA,8817.8,PREPARATIONS ET ARTICLES PHARMACEUTIQUES,476,CARTON,FOUMA,37,SEABOARD MARINE,1,1,0,8817.8,25.77389,-80.193886
45543-2-432TRIMAKPNEUFS900PAQ-1,45543,8/5/2019,2,TRIANGLE TYRE CO LTD,MAKAY,QINGDAO,CHINA,16246,PNEUMATIQUES NEUFS,900,"PAQUET, COLIS",ASIAN TRADER,031E,COSCO SHIPPING,1,2,0,16246,36.09861,120.37194
45632-1-431ROMAGETISILE610ROU-1,45632,8/6/2019,1,ROMEU MEXICO SA DE CV,AGEMAR SA,VERACRUZ,MEXICO,15979.3,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,610,"ROULEAUX, BOBINE",ASIAN TRADER,FIIS,CMA/CGM,1,1,0,15979.3,14.916667,-88.78333
45723-4-434POWLEOBOURES110CAR-3,45723,8/7/2019,4,POWER SUCCESS (HONG KONG) LIMITED,LEO LUCA SA,HONG KONG,CHINA,78460,"BOUGIES,CHANDELLES,CIERGES,ET ARTICLES SIMILAIRES",11000,CARTON,ARKADIA,097N,EVERGREEN,0.333333333,1.333333333,0,26153.33333,22.283333,114.15
45818-0-430GLECAPESSEUR126GAL-1,45818,8/7/2019,0,GLENCORE SA,CAP INVEST,HOUSTON - TX,USA,4111200,ESSENCE POUR MOTEUR,1260000,GALLONS,VERONICA PG,V.112,PDVSA RVAM,1,0,1,4111200,29.763056,-95.36305
45911-1-431HMMH4HPAPCE)850ROU-1,45911,8/9/2019,1,HMM DE HONDURAS SA DE CV,H4H SA,PUERTO CORTES,HONDURAS,19755,"PAPIER ET CARTON KRAFT (COUVERTURE, SAC GRANDE CONTENANCE)",850,"ROULEAUX, BOBINE",SATURN,025E,COSCO SHIPPING,1,1,0,19755,11.5301,122.3975
46002-0-430GEODINPROANE446GAL-1,46002,8/10/2019,0,GEOGAS TRADING SA,DISTRIBUTEURS NATIONAUX SA,RIO HAINA,DOMINICAN REPUBLIC,850073,PROPANE,446092.75,GALLONS,ALBANE,V.473,PDVSA RVAM,1,0,1,850073,18.417,-70.017
46091-1-431WINHAIOEUITS100CAR-1,46091,8/11/2019,1,WINCORP INTERNATIONAL INC,HAITI BROILER SA,MIAMI - FL,USA,2494.7,"OEUFS D'OISEAUX EN COQUILLE, FRAIS, CONSERVES OU CUITS",100,CARTON,REGULA,25,SEABOARD MARINE,1,1,0,2494.7,25.77389,-80.193886
46186-0-430FLOTROPROEAU1PAL-1,46186,8/13/2019,0,FLORIDA PURCHASING AGENCY,TROPIC SA,MIAMI - FL,USA,735,PRODUITS POUR TRAITEMENT ET CONSERVATION D'EAU,1,PALETTES,SARA EXPRESS,702S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,735,25.77389,-80.193886
46260-1-431MEHL'EWHIRES910CAR-1,46260,8/15/2019,1,MEHER DISTILLERIES PVT LTD,L'ETOILE SA,NHAVA SHEVA,INDIA,14696.2,"WHISKIES, RHUM, GIN, VODKA, LIQUEURS AUTRES",910,CARTON,NADJA,0RU1JR,CMA/CGM,1,1,0,14696.2,18.975,72.825836
46355-1-431DHLFONPREUES23PAL-1,46355,8/18/2019,1,DHL GLOBAL FORWARDING INC,FONDS DES NATIONS UNIES POUR L'ENFANT,ANTWERP,BELGIUM,2133,PREPARATIONS ET ARTICLES PHARMACEUTIQUES,23,PALETTES,OM BONITATIS,19033H,HAPAG-LLOYD,1,1,0,2133,51.216667,4.416667
46448-1-431GLOGIAMARLES139PIE-1,46448,8/18/2019,1,GLOBAL PERISHABLE SERVICE,GIANT SUPERMARKET,MIAMI - FL,USA,5956.67,MARCHANDISE GENERALE,1398,PIECES,REGULA,26S,SEABOARD MARINE,1,1,0,5956.67,25.77389,-80.193886
46537-1-431ZHOJOHECLIRE583CAR-1,46537,8/19/2019,1,ZHONGSHAN HAIZHIMEI ELECTRONICS,JOHN DISTRIBUTION,ZHONGSHAN,CHINA,14635,ECLAIRAGE SOLAIRE,583,CARTON,ARKADIA,98N,EVERGREEN,1,1,0,14635,22.520576,113.38232
46633-6-436GROSOGVIAFRI104CAI-1,46633,8/19/2019,6,GROVE SERCICES INC,SOGEDIPA SA,HOUSTON - TX,USA,163785,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",10499,CAISSES,ARKADIA,098N,SEALAND,1,6,0,163785,29.763056,-95.36305
46722-1-431RM LS MARLES806PIE-1,46722,8/19/2019,1,RM SERVICES,LS DISTRIBUTION,MIAMI - FL,USA,13154,MARCHANDISE GENERALE,806,PIECES,BABUN EXPRESS,112S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,13154,25.77389,-80.193886
47352-1-431MANMIMEDUANT400DRU-1,47352,8/27/2019,1,MANUCHAR NV,MIMA SA,SHANGHAI,CHINA,4400,EDULCORANT,400,DRUMS,ARKADIA,099N,MAERSK LINE,1,1,0,4400,31.045555,121.39972
46899-27-4327PAVCARAPPRIE188PAL-1,46899,8/23/2019,27,PAVAN SPA,CARIBBEAN MILLING SA,GENOA,ITALY,178355,"APPAREIL, ACCESSOIRE POUR TRAITEMENT DE CEREAL, POUR MINOTERIE",188,PALETTES,WARNOW BELUGA,FIMSCMAFR,CMA/CGM,1,27,0,178355,44.416668,8.95
46991-2-432CEDLA CARINE252CAR-1,46991,8/23/2019,2,CEDASA INDUSTRIA E COMERCIO DE PISOS LTDA,LA MENAGERE SA,SANTOS,BRAZIL,53530,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",252,CARTON,WARNOW BELUGA,11E,ZIM LINES,1,2,0,53530,-23.95,-46.333332
47083-6-436MANNOVROUYEE54PAL-1,47083,8/24/2019,6,MANUCHAR STEEL NV,NOVAMAT SA,ANTWERP,BELGIUM,160800,"ROULEAUX METALLIQUES,BANDE DEPLOYEE",54,PALETTES,GSL VALERIE,UT933A,MEDITERRANEAN SHIPPING CO,1,6,0,160800,51.216667,4.416667
47165-10-4310CHAGRAHARCOT278SAC-1,47165,8/25/2019,10,CHAMPION INTERNATIONAL LLC,GRACE TRADING,MIAMI - FL,USA,204120,HARICOT,2780,"SACS, SACHETS",REGULA,27,SEABOARD MARINE,0.333333333,3.333333333,0,68040,25.77389,-80.193886
47256-1-431INTMATGROTIF172PAL-1,47256,8/27/2019,1,INTERNATIONAL MATERIALS,MATELEC SA,FUZHOU,CHINA,6156,"GROUPE ELECTROGENE,CONVERTISSEUR ROTATIF",172,PALETTES,ARKADIA,99N,EVERGREEN,1,1,0,6156,25.990454,119.449191
47353-1-431MASGLEVIAFRI230CAR-1,47353,8/27/2019,1,MASTER GOOD KFT,GLEEPAD IMPORT EXPORT SA,BUDAPEST,HUNGARY,24320,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2300,CARTON,ARKADIA,099N,MAERSK LINE,1,1,0,24320,47.5,19.083332
47440-0-430TEMCAPMACUES6PIE-1,47440,8/28/2019,0,TEMCO INTERNATIONAL CORP,CAP INVEST,PORT EVERGLADES - FL,USA,992.91,"MACHINES,APPAREILS,PARTIES ET ACCESSOIRE MECANIQUES",6,PIECES,DELPHINUS,93S,KING OCEAN SERVICES,1,0,1,992.91,26.096666,-80.1275
47532-1-431PLAHUIOUVUES129PIE-1,47532,8/30/2019,1,PLASTIFAR SA,HUILERIES HAITIENNES SA,RIO HAINA,DOMINICAN REPUBLIC,7445,OUVRAGES EN PLASTIQUES,1295,PIECES,PEGASUS,9035S,"CROWLEY LINER SERVICES,INC",1,1,0,7445,18.417,-70.017
47612-1-431PARPAREFFELS20PIE-2,47612,9/2/2019,1,PARTICULIER,PARTICULIER,BUENAVENTURA,COLOMBIA,4395,EFFETS PERSONNELS,20,PIECES,AS FAUSTINA,32BIS,SEABOARD MARINE,0.5,0.5,0,2197.5,3.880099,-77.031166
47703-1-431HOOCANLAIDRE100SAC-1,47703,9/3/2019,1,HOOGWEGT INTERNATIONAL BV,CANNEX SA,ROTTERDAM,NETHERLANDS,25400,LAIT EN POUDRE,1000,"SACS, SACHETS",ASIAN TRADER,035E,COSCO SHIPPING,1,1,0,25400,51.916668,4.5
47787-1-431AVYLEBPNEUFS536PAL-1,47787,9/5/2019,1,AVY INTERNATIONAL INC,LEBRUN SA,NHAVA SHEVA,INDIA,17035,PNEUMATIQUES NEUFS,536,PALETTES,NADJA,0RU1MR1,CMA/CGM,1,1,0,17035,18.975,72.825836
47877-1-431POWCLOMACIES28CAR-1,47877,9/6/2019,1,POWER SUCCESS (HONG KONG) LIMITED,CLOXA IMPORT EXPORT SA,QINGDAO,CHINA,7980,"MACHINE A MELANGER,MALAXER LES MINERAIS ET PARTIES",28,CARTON,ARKADIA,100N,EVERGREEN,1,1,0,7980,36.09861,120.37194
47972-2-432RAJSKAALLTES470CAR-1,47972,9/6/2019,2,RAJARATHNAM PRINTERS,SKANDRA SA,TUTICORIN,INDIA,37600,ALLUMETTES,4700,CARTON,ARKADIA,100N,MAERSK LINE,1,2,0,37600,8.764166,78.134834
48065-0-430FLOBRAPNEUFS2PAL-1,48065,9/6/2019,0,FLORIDA PURCHASING AGENCY,BRASSERIE NATIONALE D'HAITI SA,MIAMI - FL,USA,981,PNEUMATIQUES NEUFS,2,PALETTES,PEPIN EXPRESS,161S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,981,25.77389,-80.193886
48149-4-434IBETROBOUQUE198CAR-1,48149,9/8/2019,4,IBEROAMERICAN DE PLASTICOS SAC,TROPIC SA,CALLAO,PERU,28410,BOUCHON EN PLASTIQUE,1980,CARTON,REGULA,29,SEABOARD MARINE,1,4,0,28410,-12.066667,-77.15
48240-2-432SENKOACANOFA97CAR-2,48240,9/9/2019,2,SENIDI ELECTRONIC BUSINESS,KOA IMP EXP,NINGBO,CHINA,14710,"CANAPE, SOFA",97,CARTON,SATURN,027E,COSCO SHIPPING,0.5,1,0,7355,29.878185,121.54945
48336-5-435LNGLESPROANE5TAN-1,48336,9/11/2019,5,LNG HOLDINGS (FLORIDA) LLC,LES ENTREPRISES PLASTECH HAITI SA,PORT EVERGLADES - FL,USA,84090,PROPANE,5,"TANKS, RESERVOIRS",DELPHINUS,94S,KING OCEAN SERVICES,1,5,0,84090,26.096666,-80.1275
48431-3-433ZHAISHSAURVE558CAR-1,48431,9/12/2019,3,ZHANGZHOU TONGFA FOODS INDUSTRY CO LTD,ISHA FOODS CO,NINGBO,CHINA,64170,SAUMONS EN CONSERVE,5580,CARTON,COLOMBO,UT936A,MEDITERRANEAN SHIPPING CO,1,3,0,64170,29.878185,121.54945
48524-1-431CARCHAVOIION1UNI-1,48524,9/13/2019,1,CARIBBEAN FORWARDING,CHATELAIN CARGO SERVICES INC,PORT EVERGLADES - FL,USA,12402,VOITURE D'OCCASION,1,UNITES,YERUPAJA,037H,HAPAG-LLOYD,0.5,0.5,0,6201,26.096666,-80.1275
48616-1-431WUXFRAGROTIF58PAL-1,48616,9/15/2019,1,WUXI WORLDBEST KAMA POWER CO LTD,FRANCOIS MURAT EXCELLENT SA,SHANGHAI,CHINA,4188,"GROUPE ELECTROGENE,CONVERTISSEUR ROTATIF",58,PALETTES,ARKADIA,101N,EVERGREEN,1,1,0,4188,31.045555,121.39972
48711-20-4320GLOCRILAICRE446CAR-1,48711,9/15/2019,20,GLORIA SA,CRISTO SA,CALLAO,PERU,434280,LAIT CONCENTRE NON SUCRE,44680,CARTON,ARKADIA,101N,SEALAND,1,20,0,434280,-12.066667,-77.15
48800-1-431VIRTROEXTRES960CAR-1,48800,9/16/2019,1,VIRGINIA DARE EXTRACT CO,TROPIC SA,PORT NEWARK ELIZABETH - NJ,USA,20284.4,"EXTRAITS, ESSENCES ET CONCENTRES",960,CARTON,AS FAUSTINA,33BIS,SEABOARD MARINE,1,1,0,20284.4,40.68155,-74.1505
48891-1-431BCSJOMARTRIE540BAL-1,48891,9/20/2019,1,BCS RAGS LLC,JOMA SERVICES,MIAMI - FL,USA,23405,ARTICLE DE FRIPERIE,540,BALLES,BABUN EXPRESS,116S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,23405,25.77389,-80.193886
